NEW-Gene-ID,Zscore,Direction,P
ARHGAP8,0.818,+,0.4135
BEND4,0.817,+,0.4141
TSSC1,-0.817,-,0.4142
NOP10,0.816,+,0.4145
WIBG,0.815,+,0.4149
CASS4,-0.815,-,0.4152
AADAT,0.814,+,0.4154
PAX2,0.814,+,0.4155
ZNF333,0.814,+,0.4156
MAP7D1,-0.814,-,0.4157
MYEOV,0.814,+,0.4157
RRP36,0.813,+,0.4163
ULK3,0.812,+,0.4167
FAM27L,0.811,+,0.4174
LRIF1,-0.811,-,0.4174
SPNS1,0.81,+,0.4178
EPB41,0.809,+,0.4183
CHML,-0.809,-,0.4184
PSME4,-0.809,-,0.4184
PLEKHO1,0.809,+,0.4184
MAGOH,-0.809,-,0.4187
USP8,-0.808,-,0.4189
SLIRP,-0.808,-,0.4193
SNAPC3,-0.807,-,0.4197
LYVE1,0.807,+,0.4198
HTR3D,0.806,+,0.42
PABPN1,-0.806,-,0.42
SEPT2,-0.806,-,0.4202
ZNF607,0.806,+,0.4204
AASS,-0.805,-,0.4206
B4GALT2,-0.805,-,0.4207
ADCY2,0.805,+,0.4209
CYP2R1,-0.805,-,0.4209
DCLK1,0.805,+,0.421
TTC8,-0.805,-,0.421
MON1B,0.804,+,0.4212
CYP2D7P,0.804,+,0.4212
POC1A,0.804,+,0.4214
RNF25,-0.804,-,0.4214
CLK4,-0.804,-,0.4215
IRAK2,-0.804,-,0.4215
C1orf35,-0.803,-,0.4219
FAM218A,0.803,+,0.422
HECTD2,-0.803,-,0.422
ZNF326,-0.803,-,0.4221
PPME1,-0.803,-,0.4222
LINC00315,0.803,+,0.4222
BRCC3,-0.802,-,0.4223
MBTPS2,-0.802,-,0.4225
TTC5,-0.802,-,0.4227
SIGLEC9,0.801,+,0.423
GAS8,0.8,+,0.4238
SNIP1,-0.799,-,0.424
C20orf27,0.8,+,0.424
NDN,0.799,+,0.4241
SLC25A42,-0.799,-,0.4244
C9orf91,0.798,+,0.4248
SNED1,0.798,+,0.4249
USP32,-0.798,-,0.4249
PRKG1,-0.798,-,0.4251
UBE4A,0.797,+,0.4252
RGS18,0.797,+,0.4254
HBEGF,0.797,+,0.4256
SPATS2L,0.796,+,0.426
FUZ,0.796,+,0.426
MOS,0.796,+,0.4261
TSLP,-0.796,-,0.4261
BOLA1,-0.795,-,0.4266
POMZP3,-0.795,-,0.4266
AP4B1,0.794,+,0.4273
NUDT1,0.794,+,0.4274
GAS6,0.794,+,0.4274
PHLPP1,-0.793,-,0.4276
GRTP1,0.793,+,0.4277
RPL10L,-0.793,-,0.428
OAT,-0.793,-,0.4281
SPATA8,-0.792,-,0.4281
OR52N2,0.792,+,0.4282
NUMBL,0.792,+,0.4284
C5orf54,0.792,+,0.4284
IL17RD,0.792,+,0.4284
CCDC126,0.792,+,0.4286
CABP5,0.792,+,0.4286
PIAS2,0.79,+,0.4294
GSTM4,0.79,+,0.4294
SELK,0.79,+,0.4295
SUPT6H,-0.789,-,0.43
EGF,0.789,+,0.4302
SETD8,-0.788,-,0.4306
KIAA0141,0.788,+,0.4308
ADAM23,-0.788,-,0.4309
PPP1R16A,0.787,+,0.431
PFN4,0.787,+,0.4311
RNF170,-0.786,-,0.4318
PPP2R3A,0.786,+,0.4319
KCTD21,0.786,+,0.4319
HCG4,0.786,+,0.4321
RRP7A,-0.785,-,0.4322
FRMD6,0.785,+,0.4323
COPS7B,-0.785,-,0.4324
FOXH1,0.785,+,0.4324
TMEM143,-0.784,-,0.4331
PLA2G4E,0.784,+,0.4332
VPS28,0.783,+,0.4334
AKAP8L,-0.783,-,0.4339
KIFAP3,-0.782,-,0.4342
TXNDC2,0.782,+,0.4344
NAG18,0.781,+,0.4347
ARHGAP27,0.78,+,0.4352
ITGA3,-0.78,-,0.4352
BNIP3L,-0.78,-,0.4352
OR3A4P,0.78,+,0.4353
EPS8L3,-0.78,-,0.4353
TBL1X,-0.78,-,0.4355
MED30,0.779,+,0.436
DNM1L,-0.778,-,0.4363
SOCS3,-0.778,-,0.4365
INPP5E,-0.778,-,0.4367
TFDP2,0.778,+,0.4367
KIAA1009,-0.778,-,0.4368
AP1M1,0.776,+,0.4376
PISD,-0.776,-,0.4378
CLIP1,-0.774,-,0.4389
DTX3,0.774,+,0.439
RAVER1,-0.774,-,0.439
FBXO9,0.773,+,0.4393
LYPD3,0.773,+,0.4398
MIB1,-0.772,-,0.4402
BCAR3,0.772,+,0.4402
FAP,0.771,+,0.4406
SLC35B2,0.771,+,0.4408
FAM212A,0.77,+,0.4411
AHCYL2,-0.77,-,0.4412
LMBRD1,-0.77,-,0.4413
PTPRS,0.77,+,0.4415
TMEM33,0.769,+,0.4416
SELL,-0.769,-,0.4417
EPCAM,0.769,+,0.4417
C11orf24,0.769,+,0.4417
VTI1B,0.769,+,0.4418
SRF,0.768,+,0.4423
STRADA,0.767,+,0.443
PRKAB2,0.767,+,0.4431
TJAP1,-0.767,-,0.4432
POMGNT1,-0.765,-,0.444
MEF2C,0.765,+,0.4442
CIDEC,-0.765,-,0.4443
PCED1A,-0.765,-,0.4444
APEH,0.765,+,0.4445
ATP5SL,0.764,+,0.4447
CSF3R,0.764,+,0.445
PRSS3,0.763,+,0.4452
GATAD2A,-0.763,-,0.4452
OR11H4,0.764,+,0.4452
HSD17B13,0.763,+,0.4454
AMACR,-0.762,-,0.4458
FEM1B,-0.762,-,0.446
SPANXB1,0.762,+,0.4463
MPG,0.761,+,0.4465
TIGD6,0.761,+,0.4465
WWC3,0.76,+,0.4474
NUAK2,-0.759,-,0.448
PDCD5,-0.759,-,0.448
ENPP3,-0.758,-,0.4484
STAMBP,0.758,+,0.4484
CNGA2,0.758,+,0.4485
STAG1,-0.758,-,0.4486
ESM1,0.757,+,0.449
H2AFX,-0.757,-,0.4491
C14orf39,0.756,+,0.4499
MRPL17,-0.756,-,0.4499
RMI1,0.755,+,0.4502
KCNK7,0.753,+,0.4512
AAMP,-0.753,-,0.4514
SNN,-0.753,-,0.4515
CHTF8,0.753,+,0.4515
IGSF11,0.752,+,0.4519
ALKBH4,0.752,+,0.4523
FLVCR1,0.751,+,0.4527
TAOK1,-0.751,-,0.4528
MRPL33,-0.751,-,0.4529
POLG,0.75,+,0.4531
GPR1,0.75,+,0.4532
KIAA0247,0.75,+,0.4533
SLC35A1,0.75,+,0.4533
WDR35,-0.75,-,0.4535
CDK5RAP3,0.749,+,0.4538
EBLN2,0.749,+,0.4541
KCTD8,0.748,+,0.4543
STK40,0.748,+,0.4544
TMOD1,0.748,+,0.4544
THSD1P,-0.748,-,0.4546
CDKN2AIPNL,0.748,+,0.4547
TOE1,0.747,+,0.455
MTF2,-0.747,-,0.4552
CHST14,0.747,+,0.4552
SLC45A3,0.746,+,0.4554
RMND1,-0.746,-,0.4558
TRPM4,0.745,+,0.4563
PRRC2A,0.745,+,0.4564
ZC2HC1A,0.745,+,0.4566
BACH1,-0.743,-,0.4572
C11orf84,-0.743,-,0.4573
NR2F2,0.743,+,0.4575
DHX58,0.743,+,0.4576
STRIP1,0.743,+,0.4577
DCUN1D2,-0.742,-,0.4578
NDUFA7,-0.741,-,0.4585
OR2AG1,0.741,+,0.4586
HNRNPH2,-0.741,-,0.4586
HIC1,0.741,+,0.4588
IPO13,-0.74,-,0.4592
C17orf64,0.74,+,0.4595
ANKHD1,-0.739,-,0.46
DMC1,-0.739,-,0.4602
GEN1,-0.738,-,0.4603
PRKCI,-0.738,-,0.4605
SLC27A2,0.737,+,0.4608
ZNF442,0.737,+,0.4612
DKK1,0.737,+,0.4612
MC1R,0.737,+,0.4614
EPB41L5,-0.737,-,0.4614
C3orf18,0.736,+,0.4617
CHMP4A,0.736,+,0.4617
FUCA1,-0.735,-,0.4621
ASIC3,0.735,+,0.4625
SMURF2,-0.735,-,0.4626
NPY5R,0.734,+,0.4627
IFT122,-0.734,-,0.4628
TRIM32,-0.734,-,0.4631
NDUFAF5,-0.734,-,0.4632
DNAJB14,-0.733,-,0.4633
DDX19B,0.733,+,0.4635
TACR1,-0.732,-,0.4642
C7orf55,-0.731,-,0.4648
E2F3,-0.731,-,0.4648
BRK1,0.731,+,0.4648
YIF1A,-0.731,-,0.465
SRP14,0.73,+,0.4654
TNK2,-0.73,-,0.4654
CSNK1A1,-0.729,-,0.4658
SAP30BP,-0.729,-,0.466
ZNF250,0.729,+,0.466
VEZF1,-0.728,-,0.4665
GPATCH2,-0.727,-,0.4669
SERPINI1,0.727,+,0.4672
C12orf50,0.726,+,0.4681
NUDT2,0.725,+,0.4682
LPAR2,-0.725,-,0.4683
GINS4,-0.725,-,0.4683
SERPINA10,0.725,+,0.4686
PECAM1,0.725,+,0.4686
SLC25A39,0.725,+,0.4686
GNA14,0.725,+,0.4686
EPHA6,0.725,+,0.4687
TMEM256,-0.724,-,0.4689
DGCR2,0.724,+,0.469
CDCA4,0.724,+,0.469
LRRC8A,-0.724,-,0.469
PGLS,-0.721,-,0.4706
LYRM2,0.721,+,0.4707
HNRNPF,-0.721,-,0.4709
RIBC1,0.721,+,0.4709
RQCD1,-0.721,-,0.4711
TMPRSS9,-0.72,-,0.4716
DIXDC1,0.72,+,0.4717
ADAMTS14,0.72,+,0.4717
SUZ12P,0.72,+,0.4718
SNX3,0.719,+,0.4719
GPCPD1,-0.719,-,0.4723
SRSF4,-0.718,-,0.4726
GRM4,0.718,+,0.4729
PPDPF,0.717,+,0.4732
GSTA3,-0.717,-,0.4732
BBS7,-0.717,-,0.4735
SP4,-0.717,-,0.4736
GFRA3,-0.715,-,0.4745
RECQL5,-0.715,-,0.4748
CTNS,-0.715,-,0.4749
GATA2,-0.714,-,0.4752
TNFAIP8L2,-0.714,-,0.4752
POM121L9P,0.713,+,0.4756
OR2G3,0.713,+,0.4757
CSDC2,-0.713,-,0.4757
ASB11,0.712,+,0.4765
THAP6,-0.711,-,0.477
CHRNB3,0.711,+,0.4771
GOLGA6L1,-0.711,-,0.4773
MLYCD,-0.71,-,0.4774
VPS72,-0.71,-,0.4775
COX18,-0.71,-,0.4776
SRSF9,-0.71,-,0.4777
ZCCHC4,-0.71,-,0.4777
PDPR,0.709,+,0.4784
ROGDI,0.709,+,0.4785
PIK3R4,-0.708,-,0.4787
TK1,0.708,+,0.4788
ADRA1A,0.708,+,0.479
C8orf37,0.707,+,0.4795
CD1A,-0.707,-,0.4795
GSTT1,-0.707,-,0.4796
TNFSF8,0.706,+,0.4799
PGS1,0.706,+,0.4801
STAT6,0.706,+,0.4801
ZSCAN26,-0.706,-,0.4801
LRP8,0.706,+,0.4804
MEF2D,0.705,+,0.4806
SOCS1,0.705,+,0.4807
NEDD4,-0.705,-,0.4808
WFDC3,-0.705,-,0.4809
MITF,0.704,+,0.4812
KSR2,-0.704,-,0.4813
MGAT3,0.704,+,0.4816
THAP5,-0.704,-,0.4816
MBD1,-0.703,-,0.4818
EHD3,0.703,+,0.4818
PPP1R14D,0.703,+,0.482
RILP,0.703,+,0.4822
MRPL14,-0.702,-,0.4824
SLC17A3,0.702,+,0.4828
TMEM147,-0.701,-,0.483
GIMAP2,0.701,+,0.4831
ATPAF2,-0.701,-,0.4834
DPY30,0.701,+,0.4835
STAU2,-0.701,-,0.4836
LRRC47,-0.7,-,0.4838
FCHO2,-0.7,-,0.4841
C21orf119,0.699,+,0.4846
MTCH2,0.698,+,0.4852
HIPK3,0.698,+,0.4853
EPHX1,-0.698,-,0.4853
SEPT12,0.698,+,0.4854
HTR2A,-0.698,-,0.4855
DIRAS2,0.697,+,0.4857
CLN6,-0.697,-,0.486
CLIC3,0.696,+,0.4864
ERF,-0.696,-,0.4865
C19orf60,0.696,+,0.4866
BTBD10,0.696,+,0.4866
LINC00483,-0.695,-,0.4868
CA2,-0.695,-,0.4874
SLCO1B1,0.694,+,0.4875
R3HDM4,0.694,+,0.4878
ZNF785,0.694,+,0.4879
TMF1,0.693,+,0.4882
PRSS27,0.693,+,0.4882
DHX38,-0.693,-,0.4882
PVR,0.693,+,0.4884
ABCB11,0.692,+,0.4889
DNAJC2,-0.692,-,0.4892
PCDH18,0.691,+,0.4893
NDUFA3,-0.691,-,0.4893
TRAF2,-0.691,-,0.4893
RHEB,0.691,+,0.4894
KLHDC3,-0.691,-,0.4894
VAC14,-0.691,-,0.4896
KIAA0430,0.69,+,0.4899
MRPL27,0.69,+,0.4902
C14orf2,0.69,+,0.4902
PKN2,0.69,+,0.4903
ZFP69,0.689,+,0.4906
E2F1,0.689,+,0.4907
PPP3CC,0.689,+,0.491
PHYKPL,0.689,+,0.4911
CELF6,0.688,+,0.4912
SLC39A4,-0.688,-,0.4913
SPCS3,-0.688,-,0.4914
ASAP2,-0.688,-,0.4915
LMAN2,0.687,+,0.4922
TIGD2,-0.687,-,0.4923
WBP5,-0.686,-,0.4924
TBL2,-0.686,-,0.4929
CBLN3,-0.685,-,0.4935
HSD17B10,0.685,+,0.4936
SLC7A3,0.685,+,0.4936
KBTBD3,-0.684,-,0.4937
PDGFRL,-0.684,-,0.4938
TNFRSF10C,0.684,+,0.4941
C19orf44,-0.683,-,0.4944
VPS11,0.683,+,0.4944
ASB1,0.683,+,0.4947
MYO19,0.683,+,0.4948
PDXK,0.683,+,0.4949
RNF103,-0.682,-,0.495
SPDYA,0.682,+,0.4952
F7,0.682,+,0.4952
MED21,-0.682,-,0.4952
NLRP2,-0.682,-,0.4953
USP26,0.682,+,0.4954
PKHD1,-0.681,-,0.4956
OR52E6,-0.68,-,0.4965
FAM57B,0.679,+,0.4968
ZFYVE26,0.68,+,0.4968
HEATR3,0.679,+,0.4969
FBXW9,0.679,+,0.4971
CCNT1,-0.679,-,0.4973
PILRB,0.679,+,0.4974
ZC3H18,0.678,+,0.4977
PEX11G,0.678,+,0.4979
BSDC1,0.676,+,0.4989
MICALL1,0.676,+,0.4991
SETDB1,0.676,+,0.4991
FUK,-0.676,-,0.4993
CXorf23,-0.675,-,0.4995
ZNF597,-0.675,-,0.4995
FAM118A,0.675,+,0.4996
ZNF684,-0.675,-,0.4996
DNAJC18,-0.675,-,0.4996
IGF2BP1,0.675,+,0.4997
ANXA6,-0.673,-,0.5007
SEPT4,-0.672,-,0.5013
KLB,0.672,+,0.5017
RGS10,-0.672,-,0.5018
MRC2,-0.672,-,0.5019
USP21,-0.671,-,0.5019
NXT2,0.671,+,0.5022
NAV1,0.671,+,0.5024
GNB5,0.671,+,0.5024
C6orf203,-0.67,-,0.5026
MYOG,0.67,+,0.5029
LOC155060,-0.669,-,0.5034
PKD1,-0.669,-,0.5038
HRH1,-0.669,-,0.5038
CALR,0.668,+,0.5042
ZMAT3,0.667,+,0.505
RAB11B,0.667,+,0.5051
RP4-604K5.1,-0.666,-,0.5052
HEXIM1,-0.666,-,0.5054
AGO1,0.666,+,0.5057
MAP1LC3B,-0.666,-,0.5057
PARP6,-0.665,-,0.5062
TIMMDC1,-0.664,-,0.5067
PAF1,-0.664,-,0.5067
RHPN1,0.664,+,0.5068
MLLT4,-0.663,-,0.5072
NSDHL,-0.663,-,0.5074
TRMT44,-0.663,-,0.5074
IRF6,0.663,+,0.5075
ELOVL3,0.663,+,0.5075
NOL3,0.662,+,0.5078
ATG13,0.662,+,0.5079
AC091878.1,0.662,+,0.5081
CHST13,0.662,+,0.5083
SPTB,0.662,+,0.5083
ZNF787,0.661,+,0.5084
BSCL2,0.661,+,0.5087
HAUS4,-0.661,-,0.5087
LCN12,0.661,+,0.5088
MEPCE,-0.661,-,0.5089
WNT7B,0.66,+,0.5092
ABHD8,-0.658,-,0.5104
PANX1,-0.658,-,0.5106
C9orf24,-0.658,-,0.5108
LIMD2,-0.657,-,0.511
SEZ6L2,-0.657,-,0.5113
MAZ,0.657,+,0.5113
CYP2A6,0.657,+,0.5114
HIST1H2BD,-0.656,-,0.5116
NAAA,0.656,+,0.5119
CD52,0.656,+,0.5119
PSMG2,-0.656,-,0.5119
SEPT10,0.656,+,0.5119
GLT1D1,-0.655,-,0.5123
KLRC1,-0.655,-,0.5126
CRNN,-0.654,-,0.513
OR51T1,0.654,+,0.5131
KRT72,0.654,+,0.5132
TOP3A,0.654,+,0.5133
MACROD2,0.654,+,0.5134
WDR25,-0.653,-,0.5136
BAG6,0.653,+,0.5139
ANGPT1,0.653,+,0.5139
AP3D1,-0.653,-,0.514
GAS2L3,-0.651,-,0.5149
ACSM5,0.649,+,0.516
SLMO1,0.649,+,0.5164
SPRR1B,0.649,+,0.5166
ARPC1A,0.648,+,0.517
HINT2,0.647,+,0.5173
DNAJC15,0.647,+,0.5174
CD69,-0.647,-,0.5175
DAK,0.647,+,0.5177
ASAP3,0.647,+,0.5177
KRTAP26-1,0.646,+,0.518
LINC00085,-0.646,-,0.5184
LINC00158,-0.646,-,0.5185
VPS54,-0.645,-,0.5187
IMPAD1,0.645,+,0.5189
HDGFRP2,0.645,+,0.5189
MED26,-0.645,-,0.5191
PLCH2,-0.644,-,0.5193
PIP5K1A,-0.644,-,0.5193
CASP9,0.644,+,0.5196
YIPF5,-0.644,-,0.5198
ZNF517,-0.643,-,0.52
NPDC1,-0.643,-,0.5202
PIH1D1,0.642,+,0.5207
SCGB3A1,-0.642,-,0.5207
KDM8,-0.641,-,0.5212
GDPD3,-0.641,-,0.5215
SUCLG1,0.641,+,0.5216
SIPA1L2,-0.641,-,0.5218
TAF9B,0.64,+,0.522
ERO1LB,-0.64,-,0.5222
XYLB,-0.64,-,0.5222
GUCA1A,0.639,+,0.5227
CXorf40A,0.639,+,0.5231
PGRMC1,0.638,+,0.5232
RPUSD1,-0.638,-,0.5236
PI4K2B,-0.637,-,0.5239
FAM96B,0.637,+,0.524
RBBP8,0.636,+,0.5245
LINC00336,0.636,+,0.5246
FDFT1,0.636,+,0.5247
SSX2IP,-0.636,-,0.5248
PSMG3,-0.636,-,0.525
SNAP23,0.635,+,0.5252
CLCN3,-0.635,-,0.5253
IL4,0.634,+,0.5258
OTP,-0.634,-,0.5259
NUMB,0.633,+,0.5264
TTC25,-0.633,-,0.5266
GCC1,0.633,+,0.5266
C19orf47,0.633,+,0.5267
TSR3,-0.633,-,0.5271
C16orf47,0.631,+,0.528
STK33,-0.631,-,0.5282
SOS2,0.63,+,0.5287
CRH,0.63,+,0.5288
YIPF2,-0.629,-,0.5295
ACCS,0.629,+,0.5295
ZNF80,-0.629,-,0.5295
MDM2,0.628,+,0.5297
GPR113,0.627,+,0.5304
C11orf30,-0.627,-,0.5307
IL7,0.626,+,0.5311
ASRGL1,0.626,+,0.5311
VSIG2,-0.626,-,0.5313
RAB11FIP4,0.625,+,0.5319
SENP2,0.625,+,0.5322
TRIP6,0.624,+,0.5323
ZNF468,-0.624,-,0.5327
RHAG,0.623,+,0.5331
AFG3L1P,0.623,+,0.5332
SFRP1,-0.623,-,0.5335
ALB,0.623,+,0.5336
LRRTM4,-0.622,-,0.5337
ECSIT,-0.622,-,0.534
C11orf35,-0.622,-,0.5341
LMOD3,0.622,+,0.5341
PRR7,-0.621,-,0.5343
MAPK4,0.621,+,0.5344
VCP,0.621,+,0.5346
CDKN2C,0.621,+,0.5349
PPM1N,0.62,+,0.5351
AURKAIP1,-0.619,-,0.5356
IGSF6,0.619,+,0.5359
ITGA9,0.619,+,0.5361
ID2B,0.618,+,0.5362
EIF2AK2,0.618,+,0.5365
NAT8,0.618,+,0.5367
METTL21D,-0.618,-,0.5369
TMEM39A,0.617,+,0.5372
TRIM14,0.617,+,0.5375
CRYBB2,0.616,+,0.538
ISOC2,-0.615,-,0.5384
AVEN,0.615,+,0.5385
ABL1,-0.615,-,0.5386
TMEM105,0.615,+,0.5388
KCNK6,-0.615,-,0.5389
ANAPC4,0.613,+,0.5397
SPA17,-0.613,-,0.5398
KLK1,0.613,+,0.5402
SOCS2,0.612,+,0.5403
FAM105B,0.612,+,0.5404
DDX23,-0.612,-,0.5405
C17orf59,0.612,+,0.5405
TGM2,-0.612,-,0.5408
PRPF6,-0.611,-,0.541
MAD2L1BP,0.611,+,0.5411
VAV1,-0.611,-,0.5411
MRPL30,0.611,+,0.5415
UCP2,0.61,+,0.5419
UBR3,-0.61,-,0.5421
RIMS3,-0.609,-,0.5423
HEBP1,0.609,+,0.5424
C4orf27,-0.609,-,0.5424
G6PC3,0.609,+,0.5424
PRDX2,0.609,+,0.5425
EXTL2,-0.609,-,0.5427
ERLIN2,0.608,+,0.543
PROK2,0.608,+,0.5432
KRTAP11-1,0.607,+,0.5435
FAH,0.607,+,0.5437
NAV2,-0.607,-,0.5437
HARS2,-0.607,-,0.544
ZNF148,-0.606,-,0.5445
MRPS14,-0.606,-,0.5447
DDIT3,0.606,+,0.5447
SLIT2,0.605,+,0.5449
SUV39H1,0.605,+,0.545
MDP1,-0.605,-,0.5454
PJA2,-0.604,-,0.5457
PEX19,0.604,+,0.5458
RABGEF1,-0.604,-,0.5459
NUP93,-0.603,-,0.5467
C4orf3,-0.603,-,0.5468
CHMP1B,0.602,+,0.5473
SHARPIN,0.602,+,0.5475
HBZ,-0.602,-,0.5475
OR1J2,0.6,+,0.5484
TUFM,-0.6,-,0.5484
TMEM17,-0.6,-,0.5485
CEBPA-AS1,0.6,+,0.5486
AMPD3,-0.6,-,0.5487
GDI2,-0.599,-,0.549
MAGT1,0.599,+,0.5491
EXTL1,0.599,+,0.5491
TMEM35,-0.599,-,0.5493
PRPF18,-0.598,-,0.5497
LYPD1,0.598,+,0.55
PABPC3,-0.597,-,0.5503
IFNA8,-0.597,-,0.5506
PLCD1,0.597,+,0.5507
GTF3C5,-0.597,-,0.5508
METRN,0.597,+,0.5508
ETNPPL,0.595,+,0.5517
PLEK2,0.595,+,0.5518
SLC22A6,0.595,+,0.552
GMFB,0.595,+,0.5521
C1orf87,0.594,+,0.5526
TSC22D2,0.594,+,0.5527
C1orf222,0.594,+,0.5528
LPAR1,-0.593,-,0.5533
PRM3,0.592,+,0.5536
RGP1,-0.592,-,0.5539
C12orf76,-0.592,-,0.5539
WNT16,-0.592,-,0.5541
C1QTNF1,0.591,+,0.5546
ACRV1,0.59,+,0.5549
CELSR3,0.59,+,0.5549
RNF152,0.59,+,0.5549
SDHB,0.59,+,0.5553
FBXO8,0.589,+,0.5558
HCAR3,-0.589,-,0.5558
FSIP1,0.589,+,0.5559
HSD17B7P2,-0.589,-,0.5559
CHST10,0.589,+,0.5561
CCT5,-0.589,-,0.5562
VAMP2,-0.588,-,0.5563
LENG1,0.588,+,0.5568
NT5M,0.587,+,0.5569
IMPG2,0.587,+,0.5569
TRIM33,-0.587,-,0.5571
MRPL54,-0.587,-,0.5572
PCDH11X,0.587,+,0.5574
GNPAT,0.587,+,0.5575
RANGRF,-0.586,-,0.5577
MEIS3P1,-0.586,-,0.558
FAM118B,0.585,+,0.5585
C19orf33,0.585,+,0.5587
FOXK2,0.583,+,0.5598
POLR1D,0.583,+,0.5601
CLPTM1L,0.583,+,0.5602
ATP5S,-0.582,-,0.5604
TGM3,0.582,+,0.5604
COPRS,-0.582,-,0.5608
NANOGP1,-0.581,-,0.5609
FAM20B,0.581,+,0.5613
FAM193A,-0.58,-,0.5621
BTN2A2,0.578,+,0.563
SPIN1,-0.578,-,0.5631
PTER,0.578,+,0.5632
ACOX3,0.578,+,0.5632
YPEL5,0.578,+,0.5633
SERTM1,0.577,+,0.5639
ZNF526,-0.577,-,0.5641
ABCC4,-0.577,-,0.5643
PPP1R18,0.576,+,0.5644
NIPSNAP3A,-0.576,-,0.5644
IFT52,-0.576,-,0.5645
TPGS1,0.576,+,0.5647
DCAF13,0.575,+,0.565
KIAA0753,-0.575,-,0.5656
GALNT9,0.574,+,0.5658
GOSR2,0.574,+,0.566
VPS13C,-0.574,-,0.5661
COG4,0.573,+,0.5664
ZNF28,-0.573,-,0.5665
CHRAC1,0.573,+,0.5669
PCCB,-0.572,-,0.567
DOK7,-0.572,-,0.567
GBX2,0.572,+,0.5676
CAMK2G,-0.571,-,0.5679
VPS8,-0.571,-,0.5682
CRYGB,-0.57,-,0.5684
HOXA5,0.57,+,0.5686
MTG2,0.57,+,0.5686
TNFRSF9,0.57,+,0.5689
MIR4697,0.569,+,0.5691
CHCHD3,0.569,+,0.5694
HEATR6,0.569,+,0.5696
SNHG11,0.568,+,0.5697
CNDP2,-0.568,-,0.57
TEX261,-0.568,-,0.5702
MIF4GD,0.568,+,0.5702
FAM206A,-0.568,-,0.5703
ACSS1,-0.568,-,0.5704
CALB2,-0.567,-,0.5705
AMER2,-0.567,-,0.5706
DPM2,-0.567,-,0.5709
COASY,-0.566,-,0.5711
PES1,-0.566,-,0.5713
GUK1,0.566,+,0.5716
LANCL2,-0.565,-,0.5718
STK11,0.565,+,0.5719
MTA2,0.565,+,0.5721
NCOA4,0.565,+,0.5723
ZFAT,-0.564,-,0.5727
SH2B2,0.564,+,0.5727
TXNDC15,-0.563,-,0.5736
HGSNAT,0.562,+,0.5742
NAPA,0.562,+,0.5742
PRRT3,-0.562,-,0.5744
APPL1,-0.561,-,0.5746
MCTS1,0.561,+,0.5748
ALPP,0.561,+,0.5748
MYL2,0.561,+,0.5751
PLA2G2D,0.56,+,0.5752
HIST1H2AC,0.56,+,0.5753
SEC31B,0.56,+,0.5756
ZNF169,0.559,+,0.576
TIMELESS,-0.558,-,0.5768
DAG1,-0.556,-,0.578
ZNF8,0.556,+,0.578
CBR1,-0.556,-,0.5783
ABCC2,0.555,+,0.5786
CDC42BPB,0.555,+,0.5788
LCE1B,-0.554,-,0.5795
IFNGR1,0.554,+,0.5798
C14orf93,-0.552,-,0.5811
PRC1,0.552,+,0.5811
PNMA1,-0.551,-,0.5814
ZNF107,0.551,+,0.5815
NHS,-0.551,-,0.5816
FAM163A,-0.551,-,0.5817
TCF25,-0.551,-,0.5819
PPM1D,-0.551,-,0.582
IRS4,0.55,+,0.582
PBLD,0.549,+,0.5828
TMEM145,0.549,+,0.5832
PCSK7,-0.548,-,0.5838
C17orf47,0.548,+,0.584
C1GALT1,-0.547,-,0.5844
LRMP,-0.546,-,0.5854
KCNG2,0.545,+,0.5857
SNAP25,0.545,+,0.5857
DHRS4,-0.545,-,0.5857
BMP6,0.545,+,0.5858
NLRP7,-0.545,-,0.586
SEC22C,0.545,+,0.586
CDIPT,-0.544,-,0.5862
OR52B6,-0.544,-,0.5863
RARB,0.544,+,0.5863
SRD5A3,0.544,+,0.5864
FAM26D,0.543,+,0.5871
MRPL11,0.543,+,0.5874
MROH8,0.542,+,0.5876
RFK,0.542,+,0.5876
MAP2K1,0.542,+,0.5878
NAPSA,-0.542,-,0.5879
DNAJC7,-0.542,-,0.5879
SLC28A1,0.541,+,0.5882
COMMD3,0.541,+,0.5882
SPAG7,0.541,+,0.5883
DESI2,0.541,+,0.5885
PPM1F,0.541,+,0.5886
RPP25L,-0.54,-,0.5889
ROR1,0.54,+,0.589
COBL,-0.54,-,0.5891
ABCC1,0.54,+,0.5891
ERP44,0.54,+,0.5892
DDX43,-0.539,-,0.5901
PARD6A,0.538,+,0.5903
RHOT2,-0.538,-,0.5905
PKNOX1,-0.538,-,0.5908
BCL2L11,-0.538,-,0.5909
MMP2,0.537,+,0.5913
LETM1,0.537,+,0.5916
C11orf82,-0.536,-,0.5918
SIGLEC12,0.535,+,0.5928
ARAF,0.535,+,0.5929
HSPB11,0.534,+,0.5931
SGK494,-0.534,-,0.5934
CYC1,-0.533,-,0.5938
FOXN3,-0.533,-,0.5942
USP33,-0.532,-,0.5949
MED13,-0.531,-,0.5951
DPH1,-0.531,-,0.5952
PRR11,-0.531,-,0.5953
SLC39A9,0.531,+,0.5953
TPM3P9,-0.531,-,0.5956
GNAT1,0.531,+,0.5957
CCDC144NL,0.53,+,0.5961
PTPRR,0.529,+,0.5966
AKNA,-0.529,-,0.597
SYN1,-0.528,-,0.5974
RPS21,0.528,+,0.5976
MGC71805,0.527,+,0.5981
